phosphoethanolamine,1.05471961,27.69992909,0.34482723,0.52627758,23.81020766,19.85958901,7.82485919,1.37253042,7.60508614,46.39562011,2.36664769,10.00603557,0.34254067,27.2856797,6.94013596,14.91462901,21.18003352,9.54366401,24.56576774,0.78808264,0.13796331,4.95095835,46.56794891,6.62799095,17.32328154,1.08493778,22.10341661,5.46821431,39.09525943,42.93049918,12.59138611,10.0549513,6.17835384,7.0587521,1,10.75033173,0.29674257,8.27963548,3.07059573,17.67419631,2.23369778,3.11928032,5.91615596,14.85813865,8.0669756,6.58798115,7.31794758,9.23491267,1.10387643,0.13559272,6.81190754,3.79420951,54.7132583,1.5165522,1.48434143,16.48822939,5.06245683,16.47024684,2.59185603,0.36827098,55.30068459,0.4716717,6.84989293,4.56345742,18.94146416,0.47933698,2.66421657,0.03141886,0.19590789,0.2639976,0.36181251,1.01162653,0.20289457,0.50158145,0.19295972,0.37873047,0.37144812,0.78877159,0.44823688,0.29151718,0.19585156,0.42000621,0.45625419,0.98837347,0.16324103,0.10856403,0.66979337,0.77927592,0.09594492,0.37869623,1.23237419,0.40988983,3.88922062,0.27534406,0.71797423,0.23764849,1.46318941,0.39576254,0.44477189,0.15776248,1.00307495,0.49109615,0.28508006,0.32250377,0.53578414,0.12736467,0.33684871,0.14038849,0.36251087,0.58614939,0.54443615,0.29151554,0.45061533,1.49707053,0.64721782,3.70659414,0.28415081,0.15659314,0.46462423,7.52881982,3.2967986,0.38392962,1,0.33283337,0.29177516,0.41352812,0.62746958,0.68068339,0.28704038,0.62480356,0.34618174,0.10989841
phytosphingosine,0.1818187,0.5985692,0.1818187,0.1818187,0.4325036,0.1818187,24.8577253,0.1818187,6.9852761,3.300564,0.9054549,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,2.4334165,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,1.2982629,0.5908002,0.1818187,0.1818187,3.9009674,1.9537252,1.7129413,3.4732313,1.4014308,0.1818187,0.1818187,0.9342261,0.1818187,1.6126594,0.1818187,0.1818187,0.1818187,1,0.1818187,0.1818187,0.1818187,0.1818187,13.5556973,0.1818187,0.2145241,0.1818187,0.1818187,0.1818187,0.7017371,0.1818187,0.3005417,0.1818187,0.1818187,0.3187525,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.5529208,2.0929588,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.9406197,0.1818187,0.1818187,0.1818187,0.3873406,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,1.7887787,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.4598727,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187,0.1818187
pipecolate,0.2158517,0.8600157,0.1576153,0.1576153,0.1576153,1.5146343,0.9399711,0.1576153,2.247611,1.4825272,0.1783512,0.1576153,0.1576153,0.1576153,0.3047109,2.9953127,1.0454944,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.5421253,1.4229356,0.1576153,0.1576153,0.1576153,1.8949058,1.7898001,0.3901657,0.6239218,1.0600289,0.1576153,0.1576153,0.7157601,0.1576153,1,0.1576153,0.736595,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,2.0191953,0.8819402,0.1576153,3.3213076,0.1576153,0.1576153,0.1576153,0.1576153,1.4534078,0.1576153,0.4649208,0.3081318,1.0205159,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,1.1180598,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.9794841,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,2.7960264,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153,0.1576153
pregn steroid monosulfate*,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.9889761,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.5123747,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,1.4876253,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,1,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,2.4772995,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,3.88896,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,1,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857,0.4682857
pregnen-diol disulfate*,0.6054956,0.6054956,1.0360271,0.6054956,0.6054956,0.6054956,0.6054956,0.83745,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,1.0236507,1.0866999,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,1.16255,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.8570597,0.6054956,0.6054956,0.6054956,1.5537387,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,1.1429403,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.9639729,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.70546,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.9350978,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,1.8536096,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,2.2154028,0.6054956,0.6054956,0.6054956,0.9763493,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.6054956,0.9000692,0.6054956,0.6054956
proline,1.0664817,3.0111247,1,0.9065964,1.5549111,3.5531211,4.273749,1.0083179,3.0083913,4.0236228,0.8372846,1.4885777,0.7477177,3.3716399,2.0254419,2.6547255,2.1124888,1.5202654,2.7493429,1.4491046,1.4377794,1.2087414,4.1676661,1.9889954,2.616063,0.924686,2.4605244,1.8276945,4.4225799,3.591558,2.0427305,2.8039132,2.1002778,2.5359848,1,3.1819137,0.2288474,1.5130509,1.8840964,3.4872963,1.2411864,1.2432804,1.4849974,2.5398276,3.8760313,1.6297544,1.6862679,1.8744239,0.67517,0.3010857,1.2750672,1.0814695,4.7268934,1.1213775,1.6020517,3.9607971,1.4838854,2.6693138,1.500132,0.928371,4.4279361,0.4971127,2.4270101,2.2003171,3.4447285,0.6856518,0.9916821,0.2187507,0.1817517,0.6679473,0.172643,1.0295731,0.5402797,1.2121507,0.2661409,0.6750972,0.6069023,0.4189074,0.2420822,0.8491112,0.2083157,0.5944972,0.2589683,1.1575546,0.2528784,0.3215231,0.4311482,0.6215706,0.1895748,0.2511592,0.8531832,0.4262725,1.8980008,0.2578013,0.6478004,0.3297718,1.4895095,0.2668771,0.2865211,0.7466271,0.5043812,0.9704269,0.3343623,0.7367555,0.7613246,0.4714443,0.3414346,0.2006892,0.6764519,0.4613557,0.4010133,0.2671935,0.2992895,0.7232938,0.3687199,1.3649105,0.2222382,0.2344365,1.2247131,2.8585256,1.4922933,0.5847764,0.7251411,0.2790827,0.2530978,0.3913688,1.0722807,0.5631276,1.1291807,0.8233757,0.4789332,0.1326984
propionylcarnitine,1.04771363,6.1615614,0.60844886,0.23625656,1.82100325,1.51049848,0.3620306,1.77286486,2.51947037,1.61936162,0.63391299,2.98253631,0.36659388,1.92141068,1.46646324,7.29524839,1.55835574,1.11096671,1.54052823,1.90156505,0.71546352,4.92725442,1,7.75729418,1.6294782,0.10040102,5.24542639,3.01136597,2.04484712,1.88158077,0.60145901,0.49840372,1.8486144,1.55311455,0.4453659,2.29333826,0.23433711,1.69953337,0.19794008,1.95320702,0.76075424,2.10514089,7.11557527,3.37491975,2.55150047,2.43898102,1.7877206,0.25051385,0.36393594,0.45277263,3.75133512,0.60412528,1.58618585,0.80661393,1.02164885,10.60140358,1.31406164,3.546612,1.34426638,0.83638269,1.21978706,0.98866528,1.4940377,3.47025049,3.33338399,0.12554302,1.4782395,0.28222976,0.32356971,0.48372728,0.51931899,0.31071355,0.62857976,1.26427605,0.29132072,1.44166174,0.85742285,0.46368943,0.50735584,0.65656813,0.98066788,0.97867058,0.68249986,1.64358234,0.07392642,0.41526809,1.53450996,0.64231791,0.82110876,0.51479893,0.15877201,0.43222703,2.29662198,0.48732343,0.63423596,0.435778,1.40082427,1.21268582,0.78315028,0.7774194,0.49057695,0.24703411,0.39002409,1.5440442,0.67128591,0.09023099,0.4829738,0.66498651,0.80997238,0.81169578,0.82702795,0.40463347,1.15336543,1.24133117,1.43985526,1.29070021,0.30423814,1.01133472,0.99151739,7.48567938,1.15959207,1.01058475,1,1.49052353,0.89552129,1.4495288,0.53297401,0.55747253,1.39524001,1.10447871,0.8908246,0.43736486
pseudouridine,0.946564,1.6932108,1.4864633,1.9613361,2.9919139,7.7708543,2.5267671,1.1740848,1.9630582,2.0218155,1.335498,1.2182828,1.1496443,2.1775454,0.9523236,1.8059369,1.7474182,1.0476764,1.5776249,0.7976308,1.6115379,0.3075378,0.8130544,0.6400355,2.3689293,0.7776475,3.8543968,1.4494515,3.4434981,1.7555884,1.224978,1.955632,1.2302523,0.9175296,0.9775663,1.0357488,0.2228385,1.2390935,2.1328249,1.5908407,1.4917241,1,0.895432,2.7587978,1.869516,1.5397393,1.0297851,1.5456882,1,0.5498961,1.4020381,0.5204554,2.6837276,0.7962132,1.0224337,2.2081255,1.2769526,1.5538809,1.4508521,1.3077361,3.6503057,0.5136121,1.1872591,0.7912075,2.2399466,0.6910658,2.1730867,0.2228385,0.232889,1.3254269,0.7453988,0.9746652,0.4840221,0.9545888,0.4557093,0.8158701,0.8971711,0.654528,0.5595272,0.6759503,0.2228385,0.730848,0.3472043,0.7465023,0.3599063,0.6999122,0.2228385,0.2691209,0.2228385,0.5185274,1.0621687,0.5186509,1.5284867,0.5057093,0.6663164,0.2833155,0.9046289,0.2228385,0.2228385,1.3356994,0.4155433,2.2975525,0.4871474,0.7628847,0.5771964,0.9063801,0.5004778,0.3552865,1.1817383,0.43818,0.7000078,0.2228385,0.3274228,1.0573238,0.6718162,0.8038216,0.2228385,0.2228385,0.9041068,1.9621887,1.4066617,0.4165275,0.4594371,0.2228385,0.2228385,0.477139,1.3714501,0.2228385,1.1521202,0.6163218,0.332022,0.4039096
putrescine,0.30185349,1.99950582,0.08785155,0.08785155,2.6182944,17.28523226,1.76689743,0.33944223,2.17576395,2.44453735,1.90079542,1.593665,0.08785155,1.51095554,3.67761217,3.22385175,3.59050948,0.08785155,1.20425344,0.08785155,0.68230716,0.08785155,9.09817002,1.18120832,1.97751379,0.64147201,1.26448661,1.72124119,2.12349105,44.99911195,3.26393884,2.52546335,0.79574656,0.48955712,0.08785155,1.44939607,0.11084893,1.13581426,0.77271948,6.10952552,0.81879168,0.25009446,0.51354296,1.48008196,3.32066467,0.56729876,1,0.23368842,0.08785155,0.08785155,0.6783451,1.31573,1.20559478,0.08785155,1.14084875,3.90615972,0.74369112,3.13649765,0.36012438,0.08785155,0.49041902,0.19903899,1.54062499,0.08785155,2.69133411,0.08785155,0.08785155,0.08785155,0.08785155,0.08785155,0.16470631,0.08785155,0.22738224,0.08785155,0.08785155,0.08785155,0.16882216,0.08785155,0.08785155,0.08785155,0.08785155,0.08785155,0.45983108,0.08785155,0.08785155,0.08785155,0.08785155,0.59187276,0.08785155,0.08785155,0.08785155,0.08785155,0.26080866,0.08785155,0.54837953,0.23990232,0.08785155,0.08785155,0.08785155,0.08785155,0.08785155,0.08785155,0.08785155,0.08785155,0.49805027,0.08785155,0.08785155,0.08785155,0.08785155,0.37179514,0.08785155,0.08785155,0.08785155,0.18066428,0.08785155,0.34704839,0.08785155,0.08785155,0.08785155,2.98260675,0.88773709,0.39431664,0.68427,0.08785155,0.08785155,0.22074157,0.08785155,0.08785155,0.08785155,0.08785155,0.08785155,0.08785155
pyridoxate,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,1.0479346,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,1.113561,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.9520654,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439,0.886439
pyridoxine (Vitamin B6),0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.927773,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,1.0829627,0.6235726,0.6235726,0.6235726,0.9795092,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.7985553,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,1.013256,0.6235726,0.6235726,0.6235726,0.6235726,0.9170522,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,1.0829478,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,1.0960266,0.6235726,0.6235726,0.6235726,0.6235726,1.0204908,0.6235726,0.6235726,0.6235726,0.6235726,1.072227,0.6235726,0.6235726,0.6235726,0.7270933,0.6235726,0.6235726,0.986744,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,1.0739237,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726,0.6235726
pyroglutamine*,1.1569952,1.2365362,0.7914734,1.8421727,2.0543733,0.8385302,1.6749649,0.4233345,1.8777453,1.7146766,1.9903028,3.7330087,1.2482907,1.0774316,1.2655914,2.4204523,0.5437092,4.8554398,0.8797475,0.8062113,1.0521168,0.9528735,1.9383305,0.7740978,1.4673322,1.3572074,4.3273538,0.7193224,0.7577679,1.6956491,1.4396551,1.118277,0.9922955,0.6781987,1.5030436,5.1407968,0.2917904,0.6621504,3.303083,0.9121854,0.9850538,1.4697805,0.9235379,2.417635,1.1785163,4.1954392,0.3641726,1.6936344,0.9991495,1.607506,1.9814805,0.6784895,2.0069773,1.0972697,1.1545005,5.4345491,1.6077148,1.6475112,1.0764621,0.8349108,2.8836749,0.3645682,1.1837655,0.6178539,2.7365849,0.4583047,0.9618321,0.6116151,0.2665097,0.6953685,1,1.2869376,0.3818087,0.80611,0.2141742,1.2224643,0.8828499,1.4489293,2.1412116,0.7602354,0.5134012,1.0149462,4.9103781,0.5394549,0.3803491,0.4687411,1.0612631,0.8388676,0.2141742,0.7381772,1.5081173,1.3264722,0.4897231,0.2141742,1.1219704,0.5259865,0.6214861,0.5612596,0.2141742,2.502798,0.3060819,4.9160044,0.2141742,1.537745,0.2141742,1,0.3569352,0.4517496,0.8733748,0.3183841,3.2172602,0.2141742,0.7011073,2.2000533,0.883164,1.5843791,0.4454027,0.4134815,0.4190074,4.1969144,1.0858922,0.8547872,0.675742,0.5135789,0.6754079,0.5174385,0.9595483,0.2141742,1.6165928,0.2141742,0.5202793,0.4267392
pyroglutamylvaline,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,1.0770103,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897,0.9229897
pyrophosphate (PPi),0.61619848,0.65886774,0.06268555,0.7248541,0.24630394,1.03319142,1.82570248,0.06268555,2.44069505,0.49011346,0.12672145,1.86550105,0.06268555,5.01770377,0.4384067,0.06268555,1.59089815,0.16347949,1.7352936,0.25614716,1,0.46104019,1.86411619,0.06268555,2.60126085,0.06268555,0.99844298,0.06268555,1.4559389,1.64704911,3.06784446,1.61603089,0.06268555,0.06268555,1.76701456,1.23555377,0.06268555,2.32038365,0.06268555,0.46675262,0.06268555,0.06268555,1.45992103,0.56454983,0.55572294,0.96680858,3.83249763,0.06268555,0.38370467,0.06268555,1,0.28865044,5.83710988,0.06268555,1.24500815,0.21482696,0.64480373,0.62970178,2.45522391,0.06268555,0.76444623,0.06268555,9.42048185,1.52610582,4.14709796,0.06268555,0.06268555,0.68709463,0.06268555,0.06268555,0.06268555,0.06268555,2.90228353,0.06268555,0.06268555,0.06268555,0.4612729,0.06268555,1.44227311,1.39426624,0.06268555,0.06268555,0.06268555,0.61089869,0.06268555,0.06268555,0.17278261,0.06268555,0.06268555,0.06268555,0.06268555,0.06268555,1.19426332,0.06268555,0.06268555,0.06268555,0.06268555,0.06268555,0.06268555,0.06268555,1.11620168,0.06268555,0.17376223,0.06268555,0.06268555,0.06268555,0.06268555,0.06268555,0.59509631,0.22065106,0.66851522,0.06268555,0.3149254,0.41586913,0.06268555,0.06268555,0.06268555,0.06268555,5.49134777,0.06268555,2.72945891,1.51570134,0.06268555,0.06268555,0.06268555,0.06268555,0.06268555,0.65136957,4.64507599,0.06268555,0.06268555,0.06268555
pyruvate,0.0589424,1.3771876,0.2773037,0.0589424,2.4004555,0.6411704,1.1284963,1.6315633,0.0589424,1.0077849,1.678862,0.6460769,0.2190042,0.3410387,3.749237,2.872071,1.6340048,4.7507108,0.77031,5.330834,0.2418733,7.7286843,0.3116311,2.5980474,0.0589424,1.8614197,0.8829975,3.7803871,0.278107,0.1212032,0.3715123,1.8618105,0.0589424,1.1635445,0.0589424,0.0589424,0.17573,0.6004481,4.1441248,2.7846738,0.0589424,0.2901144,1.0158907,1.3410714,0.1596294,0.0589424,0.0589424,0.8048726,1.6573802,0.2234227,0.7541819,0.9887552,0.0589424,1.1170025,0.2997446,0.0589424,3.160931,2.9402702,0.9551478,1.6232443,2.0685338,0.0589424,0.5544796,0.7047028,0.0589424,0.568613,0.7478286,0.0589424,0.735759,0.6278578,1.7181293,0.3636202,0.0589424,0.7689778,0.7546264,0.2521019,0.4411276,1.2463081,0.0589424,0.0589424,4.3012552,1.7782075,0.0589424,0.0589424,0.0589424,0.0589424,2.8249899,3.2215043,3.0343851,0.1034774,1.4229022,4.3620154,0.2889351,1.086161,0.6982488,2.18964,0.6551309,1,5.2348996,0.0589424,0.0589424,0.5193969,0.1931757,0.8578078,1.8931327,0.0589424,3.074278,0.5558401,1.3219407,0.0589424,0.0589424,0.0589424,0.7114734,0.0589424,1.5144872,0.1221049,0.1036535,0.2322654,0.6879613,1.1417849,1,1.0112448,0.512373,0.7557679,1.535008,0.0589424,0.0589424,1.9309408,0.1663312,1.4062738,2.4307189,1.7328017
quinolinate,0.2524106,5.0896367,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,1,0.3792448,0.2524106,0.2524106,0.2524106,0.5893743,0.2524106,0.4039528,0.2524106,0.2541896,0.9389948,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,2.1618079,0.2524106,0.2524106,0.2524106,1.8429515,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,1.0610052,0.2524106,0.2524106,0.2524106,0.6669396,0.2524106,0.2524106,0.2524106,1.6207552,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,1.4608126,0.2524106,0.2524106,0.7908098,0.2524106,1,0.2524106,0.2524106,2.1175947,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,1.5069131,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106,0.2524106
ribitol,0.2755276,2.6371626,0.2755276,0.2755276,0.2755276,3.7183491,0.2755276,0.2755276,0.9273043,2.2430012,0.2755276,0.8199791,0.2755276,0.2755276,0.6725894,1.7458588,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,1.8707529,0.7450458,0.2755276,0.2755276,4.1070097,0.2755276,2.2965139,1.1348637,1.0726957,1.8214769,0.2755276,1.8413799,0.2755276,1.1884709,0.2755276,1.0781429,0.2755276,0.6429898,0.4451282,0.4187735,0.8425639,1.2141193,0.4435945,0.2755276,1,0.2755276,0.2755276,0.2755276,0.7785255,0.2755276,6.7861867,0.2755276,0.2755276,2.8205418,0.2755276,1,0.2755276,0.2755276,1.9547762,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2764563,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.6674149,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.372325,0.3518027,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.6217354,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.8115291,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,1.5366922,0.2755276,0.2755276,0.2755276,0.2755276,0.3784466,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276,0.2755276
