Biochemical,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
"Isobar 3 includes inositol 1-phosphate, mannose 6-phosphate",214862,160987,63217,84497,121157,143674.4316,98613,107666,131895.6723,142824,139040,174386,212733,193735,186726,88273,355294,202924,322905,234169,324047,277987.5378,312966,103818,297548,205598,90390,145052,308978,89252,54638.1299,114376,45035,84547,169674,69611,41305.1052,99721,139592,127393,176980.7427,45064.5131,,,,,,,,,,
"Isobar 30 includes maltotetraose, stachyose",21040,37530,,62561.6699,,37329,59153.965,58821.291,,44607,,58308.164,51066,55325,71446.8608,45714.0947,20091,30309,106466.7616,60370.3946,24214,14329,,51343,37233,,,,,,,,,,,21014,,37426,,72168.9475,38896,65403.5683,,,,,,,,,,
"Isobar 31 includes 1-kestose,maltotriose, melezitose",39685,67633,23754,121728,28873,63439,113990,85577,23307,85014,34413,83414,55324,93392,84044,89612,58107,65537,199540.3735,125884,72852,76070,38946,52856,80975,35615,,,140941,,31187,,,16125,,35632,,95089,47274,142469,99580,220097.1012,,,,,,,,,,
"Isobar 32 includes N-acetyl-D-glucosamine, N-acetyl-D-mannosamin",272413.5139,238189.033,486705.2115,368527.5383,483818.3404,112609.9925,448212.6225,370493.2495,235965.1485,179336.744,204453.7054,211833.809,227454.7686,525377.8855,189025.5748,243574.8397,281381.8156,321033.8915,292476.2119,324920.1403,797539.2958,330232.8889,608791.2574,338032.1815,309629.8674,245999.8004,396815.489,394394.0554,412178.2935,465747.9944,245650.9404,372303.7359,326044.32,170982.7622,248617.8565,452327.0002,689960.0177,131243.3255,353684.3656,261179.5613,227462.1194,699346.4398,,,,,,,,,,
"Isobar 35 includes D-arabinose 5-phosphate, D-ribulose 5-phosphate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15338.3289,24090.3067,,39908.902,,,,34133.7021,,,26042.9327,115199,122094,138477,130995,83488.5195,73403,90418.3653,140249,90701,90721.1263
"Isobar 4 includes Gluconic acid, DL-arabinose, D-ribose, L-xylose",1311485.941,411318.5346,599133.0273,451575.5262,705365.2665,2814559.697,1805254.428,1262727.508,612073.8839,1109388.854,797068.5982,289337.0699,1285083.217,1866044.553,872103.906,528650.7075,879848.191,658933.2809,699126.4834,1005827.7,589640.8723,3657322.642,598751.6111,1175925.357,704691.6404,786881.9656,917135.1767,639393.1342,513213.7536,819833.717,799779.2744,1107191.052,1103907.879,1231792.756,500441.8683,656591.3529,701732.7428,468439.3593,742533.207,922223.1273,928912.7342,878690.1645,55957.0732,50342.2641,32768.5349,40522.6891,41810.3663,31576.5922,20670.4038,22571.7843,,
"Isobar 40 includes Maltotetraose, stachyose",286697.4818,207255.2751,,501678.7901,32805,228926.7603,514377.9971,472562.5733,75706.2757,390829.5387,123536,281720.7188,448224.5436,423311.1933,549510.1723,678752.6491,208757.5463,250902.4619,557935.8301,589174.4492,56616.5952,220198.1191,22430,269564.2816,293421.0354,85578.0369,,,,,,,,,,89633,,592362.5656,,268100,383867.6531,397983.845,,,,,,,,,,
"Isobar 6 includes valine, betaine",26466891.64,8122018.832,14278995.55,17092684.5,23029148,10875465.9,25774350.22,17122291.27,13041688.27,12257944.42,27942211.64,15193969.12,22843265.61,26280570.15,16724134.27,17908671.29,31355712.86,26944233.94,9012828.423,25503796.25,19838255.16,23946936.57,22476351.19,22349023.34,23081922,24857366.38,23001816.72,34729097.33,22890467.98,20987863.57,30701600.46,36634760.22,17140960.1,48721545.8,37023192.85,39395824.19,38669904.52,32131622.5,30342980.88,43138963.77,36887042.93,25350367.78,32184480.15,37564922.51,38053894.04,38353500.08,37563059.45,37086493.41,36268977.53,35852748.07,35085082.36,36658222.47
Isobar glycochenodeoxycholic acid/glycodeoxycholic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418123.3161,,,,,44043,,85021.9967,61835,414544.1046,37412,,373279.6048,231032.9573,404061.7775,308397.2635,244622.0943,284835.646,249642.724,343139.8082,382101.4725,349842.7617
Isoleucine,11388856,3710929.062,4877036.782,4945969.587,9070266.738,5028932.594,11146388.03,6407670.841,6575140.607,7326243.992,11878548.48,5838189.047,8435284.516,9938559.383,8101198.042,6375954.585,11406096.64,9763255.593,4660208.265,11007097.95,6864981.662,10386517.5,8236622.521,8971743.253,6201087.637,9896066.897,9154376.484,13039923.84,7382967.026,8876637.948,10491392.69,15921430.05,14533687.12,16182842.86,13489346.18,13137782.74,14915644.42,12690022.73,14859897.59,12812171.82,13385516.41,8104266.869,1149066.365,1583103.714,2488388.197,2263622.934,2174285.883,1648321.84,1183902.536,1373140.051,1479631.697,1317388.051
Kynurenate,2554273.722,534948.1859,1302127.036,957230.8351,1697551.991,796939.1609,1597609.571,820575.1932,978920.2242,1085119.757,2280125.352,348574.5662,2064141.772,1391314.157,1791364.485,644813.9121,3855763.163,3364111.603,1190286.378,2266732.608,2409646.534,3199587.684,1612521.618,2717229.757,1652505.351,2217807.993,3665493.368,3124151.573,1887990.174,1605293.289,1458514.951,3057530.285,3360747.493,3956776.053,911657.2122,1273884.747,860472.8043,2809067.199,3246076.44,2987119.25,2373368.226,3400235.801,,,,,,,,,,
Kynurenine,336850.9565,330504.2193,78026.3307,204216.6374,280777.7204,368902.7479,143302.5398,114135.0709,165990.1074,214349.2354,369524.0372,280953.596,77389.5767,97236.1092,261291.2162,129834.8991,632264.2698,422057.1988,237307.6471,264958.1067,128541.2085,534374.9874,319308.2539,592357.7927,472977.3464,437567.6262,270645.7949,382179.8055,567522.7165,434781.2785,628197.2777,704693.27,665514.1674,1656746.621,1151055.491,463533.7213,836741.7357,646672.2712,1383810.524,3403337.228,9510595.766,273022.7003,1106096.543,954308.958,781379.044,900753.5657,818436.1647,844500.6332,748078.4999,852017.5371,733803.1447,752549.0654
Lactate,222833045.6,79835151.94,241152206.1,149369220,300292155,98809654.58,300108462.8,277291128,179415614.8,275796187.7,207267258.7,99438863.66,159337905.9,169546486.3,160508042.2,150724912.6,157007438.3,207454643.4,153400931.9,209632972.1,171984034.8,165790038.2,241998967.5,260497065.3,113575291.9,243301833.5,247144272.4,290369413.8,228541987.9,255087686.4,208554999.4,261123482.7,284913479.6,388200021.2,280846387.9,333508580.8,304843965.2,355037024.1,226614225.1,347134287.1,339558903.6,229958975.3,36415650.37,101615891.5,111380047,114950343.5,120676341.9,108865963,103625843.4,104863200.5,98951458.84,104465606.6
Laurate (12:0),,60737,38313,53805,57313,50946,54409,,58639,38203,,47454,,60355,,70338,50727,53308,,43860,54895,57040,,59419,48049,,62688,67328,179381,192169.1355,164777.5725,190642.6202,431427.5339,348363.889,270499.7187,182592,90161,101948,398076.2326,150965,251816.1023,72803,62389,118602,66067,95356,99872,112992,137933,122529,112120,97765
Leucine,23743032.44,6977851.52,12049758.34,13899725,21199317.36,7950359.105,22775244.37,16429603.51,11353827.08,18061850.64,30339511,14472082.08,16545085.24,22636545.25,13182668.08,12287544.11,32627743.82,28111237.93,10158389.5,24142683.62,21805837.6,21969264.04,22374810.81,21654258.98,18475598.27,27566836.91,29290438.46,42185649.14,30248213.14,32827894.82,39319019.76,66174398.25,63017874.44,64009645.16,50911799.43,48723680.83,57635581.79,51252970.48,56669076.42,62640365.44,67704526,34003878.71,2595237.261,3799799.108,6041309.297,6254125.08,5996026.368,4590450.594,3727414,4146201.205,4796939.392,3942739.074
Linoleate (18:2n6),484332,124647,308000,478580,587161,224085,631990,300454,232793,607966,367294,447812,362558,637833,408811,342207,738090,571180,175742,320673,860594,344148,561072,592611,958636,588797,1049550,1212833,3095834,1520670,3513183,881470,4039011,3320495,3199607,2247270,590574,816535,4303838,2737719,1414151,3364415,1386953,1702376,1747514,1850842,2181681,2129929.84,2428652.696,1899312,1985441,2211795
Lysine,5622957.941,1462348.604,1485069.95,2602140.077,3447530.558,2008755.536,4738510.538,2907592.604,2503910.9,3431333.687,6752635.532,2148938.756,4262527.755,4765240.294,3235817.941,2440346.519,6823909.831,4525568.677,1844885.426,3665816.877,2474229.919,4503148.197,4027088.282,3895381.28,5269090.341,4310303.637,3705738.398,5856848.184,3879304.605,3202442.524,4682859.477,6097820.896,6714549.081,4294214.758,5332539.276,4678585.321,5326367.978,4755226.554,2541036.342,4570879.533,4545706.369,3297047.957,143209,153945,317089,372714,361481,228193,170371,180002,239438,188589
Malate,3394586.724,1568935.558,4154341.549,1904790.303,3115334.849,1807975.904,3246032.878,2824577.189,2305855.661,2749248.415,2702707.148,1166287.578,2907779.502,3445702.945,2494942.307,2037254.524,5667781.607,4356226.157,1566267.064,2947467.455,3734869.798,3559851.521,2960305.404,3799177.145,3415256.157,3503982.874,7125652.778,4822933.664,7130895.124,4173501.142,2843665.341,4814326.808,4822125.217,9278463.914,3772320.059,3989371.704,5633344.808,8580459.492,3147268.4,5641567.181,2911484.35,2170225.474,,84376,117087,115871,125279,80126,87972,100689,119815,102108
Mannose,1967486.203,271447.1398,450889.1326,560727.0534,982518.4517,197764,3168890.566,3001298.864,789120.5532,3353619.788,379063.4379,172741,2705067.345,2382981.396,1238951.043,379143.5221,889932.7119,1018681.531,473762.469,1603476.122,1506448.608,663346.4459,582081.6094,1444830.835,569533.5759,1340969.963,548647,570183.9318,505131.7469,1495479.096,531317.2783,1568556.562,1756213.692,426997,567518.8706,1008618.583,529134.8915,610629.0464,144183,1967905.793,1245071.082,1268111.62,2031278.741,2756316,2723825.185,2749343.773,3450329.81,3396173.196,3471236.935,3448502.83,3287657.79,3395025.333
Mannose-6-phosphate,111413,32954,33889,51451,35164,94003,24813,19585,152944.9733,39015,193498.5932,73620,128423,73818,171494,,156750.5424,145981.7233,35842.5151,88356,47700,146006.3107,78035.9042,,133439.5381,222714.9068,101161,163728.7717,25513,94547,27602,48220,44099,9262,103254,110892,46272,77328,,84140,120945,44322,,,,,,,,,,
Methionine,12440139.11,4030924.512,5854427.688,6044081.926,6061056.97,5717480.248,10342752.83,5494910.946,6655894.504,4571867.676,13250560.95,7538654.19,8928094.999,10395821.38,7780184.264,7296312.289,17593431.56,10301590.14,5710188.057,12821527.49,4671067.781,12809485.84,7898897.817,8303609.447,10254338.44,11370993.79,9757563.405,14395119.68,8555023.041,7481464.914,11666586.02,15588186.78,16654666.85,21711208.46,11989056.58,11003598.78,13343293,12262520.39,10604813.5,14275959.05,15357330.92,8334623.502,4952214.416,4467129.394,4062411.606,4249641.359,4163814.513,4107049.743,3861199.484,3538410.232,3855565.021,3760114.013
Methylglutarate,,,,25135.4948,,,25034.9448,,41887.5457,41007.0045,,,,24640.6813,,20964.2511,20744.0197,,,,23054.9087,,18942.4883,38455.2022,,,,25487.5509,19694.3714,63536.8158,56832.9396,52496.4214,225732.035,45414.0253,35684.714,25589.216,64341.559,48202.6998,128434.9639,101461.7027,44018.0693,39709.4813,28604.5047,25705.5068,28257.7441,22799.8909,21279.4117,26150.8832,28808.0798,32055.7305,26267.4107,31230.1043
myo-Inositol,158994301.7,96662636.09,141569488.9,78320630.03,144175309.6,90730962.64,175324325.2,163473692.3,160166915.7,153945408.7,125999928.8,80358565.6,169984277.7,149949846.6,144408603.9,108371156.6,108104777.8,120491422.9,98851908.61,161138437.8,142247590.4,98726974.13,156437605.7,160069250.9,67144231.38,132139670.8,173036157.5,99300312.27,27100978.08,7316607.689,21160019.3,69427817.2,42828127.29,70207834.99,107605845.7,83389274.4,156647595.2,57018748.04,102201317.5,52362429.65,36142665,18658257.43,567331.1369,1127739.192,2006566.736,1824254.605,1257434.092,1238948.242,1268186.148,1090170.268,1209424.974,1234058.232
Myristate (14:0),165980,123806,131086,176936,250885.7966,118486,201187,166297,110035,142790,169376,170170,153799,155210,216355,210277.5796,303080.9832,187288,129233,156090,328454.6336,210807,201583,263831.8159,289592.2226,187497,375086.8017,465558.9743,1433386.925,1101722.382,2259118.558,1066721.31,2380620.62,2621676.883,2042942.317,1126375.194,637165.6196,480824.4924,2151091.96,967795.8803,1811753.601,545118.4052,381168,434556,466756,530347,492888,446576,478384,472501,484868,536459
N-6-trimethyllysine,838044.0268,375282.8675,355323.3282,217460.9447,,423772.8899,647072.3754,648416.07,416369.2429,749334.0871,,303824.6764,796463.0648,894237.2477,596403.3252,350095.3015,804741.2395,352554.2463,369256.6772,748857.2348,501539.4636,654202.7562,675937.0514,753899.9854,707746.9541,581819.3875,661613.7959,674850.3082,538833.3203,202507.2843,136888.2445,602719.3535,613046.8229,567143.3696,451926.003,355195.557,175450.8601,411244.2633,753283.1921,,,49449.9992,207455.8634,247030.88,191829.2494,232584.8456,229497.568,172631.6381,194742.867,266575.8061,245513.5319,183676.9249
N-Acetylaspartate (NAA),372204,198664,237543,147852,391491,186136,450825,195504,200826,276030.4639,474938,234043,430876.8096,366886,516781.7141,407769.4936,906835,909365,274260,287479,177350.8861,596447,289375.096,699551.1257,701768,699236.3264,513340,609847,623133,808547.1867,1347434,2009426,,749050,697404,2750501,515061,707405.1457,1138327.464,489192,1317386,673782,,,,,,,,,,
N-Acetylgalactosamine,200792,41305,175642,112185,180637,43049,150881,164171,56062,96789,152134,31372,146345.8959,90916,136307,125373,345193.1516,511047.5957,66049,253733.4468,595545.4767,311868.706,362057.101,203039.3337,129099,345299.7647,416069.717,613941.5188,391270.2568,152263.276,53036,179193,382822,,83665,,81362,182756.5528,191672,164735,141909,186753.4796,59803,168885,120157,93953,226572,235016,199676,181333,212187,238627
N-Acetylglucosamine,760742,111802,487257,288918,720047,71765,815008,736911,224894,682963,319028,49821,569564,662842,415900,208398,728026.2801,780948,312600,1042848,1602998.449,594242.9611,1739075,1060649,397207,826919,795576.2925,1369422.026,388274,750613.9588,238319,815008.8404,622308.2258,704930.3689,150758,365487,118893,803093.9915,594580.9175,802679.5788,696974.6216,1065706.787,,,,,,,,,,
N-Acetylglucosaminylamine,767320,70676,506656,313992,861302.0165,,940773,741875,268898,774555,291359,67190,685732,936303,515086,260994,775385.2363,1117356.785,276917,1055182,2510080,610312,2133455.934,1292229.993,390248,850016,1078183.831,1195824.165,395960,1273301.672,346419,1036307.379,758314.2423,655549,128774,326461,,746207,509673,784372.3822,794181,1097562.373,,,,,,,,,,
N-Acetylneuraminate,260106,126233.8647,99796.9733,48094,294420.7442,142242.0052,124298.4784,153848,114104,117053.9058,182294.1667,124218.5083,164857.3386,188986.6418,171702.4246,98037,103898.9449,86286.1033,82467,42164.1927,192422.7898,119489.934,163030.6591,141890,208600.5463,109634,141239.5936,173482.5783,473948.4141,92401.9589,49773.9478,156244.666,158523.9363,160128.0048,63848.7494,121934.563,187463.6578,140325.8656,175833.4537,173210.6184,221293.7259,190333.4107,,,,,,,,,,
N-Carbamoylaspartate,,,895128,,,,,1295583,512243,,949159,,,,85916.0175,,,,132763,914129,,,354503,888228.023,,,2089002,1387800,,,,,,161377.6401,,797192,,,,5123706.757,2026807,2209018,,,,,,,,,,
Nicotinamide,17130454.05,6777438.027,10716018.57,8735388.253,19357391.73,9844778.363,25161727.49,14717634.57,12499728.22,18574412.62,14389780.96,5516406.332,15818154.84,19198156.9,12614089.16,10193370.59,14413985.66,16590309.02,7440571.243,17968273.01,12312052,15908589.35,19006491.33,17968903.44,9213661.861,13571513.83,15484165.79,18805791,11326436.38,9156439.365,3946570.915,11195719.51,6530250.863,23518846.09,8996875.247,9332339.288,6755330.401,5546210.143,9304249.349,13795546.7,11740293.9,7919510.16,,,,,,,,,,
Nicotinamide adenine dinucleotide (NAD+),34709.9151,,186004.417,20428,24713.1722,15969,32312.3822,43144.9743,28419.1733,38734.1776,25637.7368,,34920.8169,27863.3965,24599.9724,28434,97480.4645,42263.5839,20015,43377.6989,30258,28980.8414,50931.556,67700.6451,41931.687,34859.4146,2256891.117,51815.7265,64694.1673,42905.9379,55364,30420.6148,,976322.3329,34644,113575.9806,180861.7946,688504.1368,1389508.298,7267649.289,4944359.23,97137.2003,,,,,,,,,,
Nicotinamide Ribonucleotide (NMN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225413.2521,,,,,,399575.2428,684135.7717,,,,,,,,,,,
Octadecanoic acid,2619519.988,1403508.165,2230195.639,2423065.125,3282495.912,2022150.089,2448092.621,2390627.854,2337485.03,2816517.851,2737880.733,2868183.224,2329669.305,3164973.066,3264682.836,3004353.288,2630228.115,3122378.167,1346054.398,2079346.8,3021216.616,2846377.378,2925613.569,3295644.859,3735588.275,3841681.526,5145394.624,3314869.922,5823523.688,5155063.605,8682427.611,5491064.572,4876353.709,5352905.887,5776715.693,5511073.404,6949196.012,4518882.718,7041747.976,6610546.647,5901235.637,7555570.313,2854908.182,3899254.002,3559493.729,4023332.408,4398872.173,4340394.948,4534485.326,4240252.977,4589635.312,4829892.232
Ofloxacin,,81598.6404,114344.022,113024.621,114301.2285,,110849.4759,86981.906,91159.8058,80540.1548,,111101.7952,,93813.1227,54782.0717,88281.9676,70220.1174,68277.9673,98694.2346,130247.1648,91355.6221,,86960.0237,,96946.9209,41043.4222,87338.2543,61140.6125,96647.0325,,111244.1143,93308.3202,59300.292,90812.5545,55865.7867,,60459.4935,,,106454.6084,85848.6864,79135.1709,57746.0941,,80258.5111,85611.899,94038.6566,82133.3906,85047.1107,75258.1283,,37362.3025
Oleate (18:1n9),1171965.901,361953,1238217.608,719016,1330990,495864,1362621,1457751.5,783082.5355,2391753.807,735979.3153,887291.8588,1385888.565,2773608.97,2143044.095,1126222.2,1054191,2644370.203,356911.3595,802831.2602,7223912.482,753742,1131168.649,2497301.312,1524960,3215361.917,1445562,2100201.937,12222347.64,3929669.759,7859742,6406687,15616334.01,3466448,12875580.12,4998205.897,1858027,4000643.599,10615083.01,8303058.622,6259835.089,2994212,2077065,2591263,2345783,2680277,3268244,2398246,2727572,2813343,3196718.1,3223535
Ornithine,20121141,1905246,1086616,3710756.17,13496678,2297901.307,16849814,6078403,4318759.02,8877664,4734687.404,780633.0422,11352243,18404510,8228585,4119784.601,13829869.36,12303955.38,2876374,11483362.9,8675912.313,13432703.65,11170645.88,8638659,10833732.43,4327749.354,2065516.355,7203957.925,8088819.27,7275717.073,8712191.008,2750996.366,8009715.636,8179403.858,6891966.97,6303061.592,7963518.234,18250211.49,6597018.953,6339109.806,3290939.201,4947676.793,224329,257677,436706,528210,506279,258486,216600,269462,386631,280863
Orotidine-5'-phosphate,39605.5864,,,,17259.0701,,21746.3015,,,,,,47296.0228,56297.0505,33234.9697,,31261.3404,,,73504.3069,42048.2916,39403.2419,103026.993,75261.1935,45733.3575,,42120.3748,26335.4874,27398.5808,29921.2145,,63155.0908,,25573.7958,,,,39642.5256,216613.7302,,,45958.7921,,,,,,,,,,
Orthophosphate (Pi),111199711.6,99373199.43,156039342.7,81828741.56,128858041.6,137576034.4,155023575.6,179437870.4,259897279.4,127974750.2,241677495.1,120155819.1,90583316.29,116367347.9,98497114.61,169294067.2,262475489.6,271897013.8,99853315.72,118069811,140934306.1,227875376.3,174789909.2,203595484.7,185587145.4,284077086,411740718.6,405176860.9,265709109.5,252035096.8,256723596.8,363910198.2,371979151.8,476704080.3,326328071.7,354316070.5,371893810.1,416943120.9,478849107.7,397771238.8,402126349.8,226439699.9,56219036.25,118808879.5,150310383.9,156389527.4,166749999.5,156346339.7,160145678.4,157597320.8,161004070.7,167036545.5
Oxalate (Ethanedioate),,433643.0146,370662.8955,835880.3984,,,,,,,,,292963.1862,450060.3808,,,776015.7246,716589.6647,612724.452,,,930693.9795,,,729532.623,673747.7915,,623595.5657,625057.6387,462125.5932,945341.2647,,1299632.517,1115206.948,,459834.3192,1015502.804,,1155171.148,857142.12,,,418624.9689,357254.6038,352329.5586,278939.6233,376485.7186,422751.9077,289866.3017,582328.3541,483753.0924,571627.0561
Oxoproline,12973632.65,5551157.622,7931127.868,7013482.963,9781357.017,7762021.532,13112413.49,7316812.596,9671194.405,9382197.881,14100770.52,5649284.008,12444439.21,10330922.09,10808019.73,8635765.739,20860535.73,17753567.67,4440949.185,12261341.58,9616259.687,12176863.69,12114273.72,10120143.18,12864112.12,10923337.39,21691943.25,15142360.18,18737009.2,10717945.3,4397191.52,17219764.91,25581261.09,16614642.75,17087425.19,10952783.59,16630218.29,26227357.32,21472456.31,8022221.965,7043679.772,7205055.766,3138631.674,9162954.307,12375179.44,13687354.93,10549472.33,9765022.177,9765418.953,8772032.096,8952636.962,9542571.712
Palmitate (16:0),3583815.505,1670509.828,2856656.416,2775369.279,4921465.061,2580672.56,3790489.185,2765058.362,2887150.938,4349219.663,3458775.168,3638143.68,3341967.927,4853072.681,4283084.728,3333427.906,4080184.961,4215373.521,1403817.336,3020222.008,5473419.005,3885244.512,4968587.797,4733387.26,4703868.034,5305720.72,4744631.871,7253473.867,17341042.83,9976435.055,19924033.32,13276151.85,21609466.6,18649058.68,18472856.52,19284103.37,9255113.125,7320876.971,22979136.34,13982576.79,15676896.56,12623053.56,6400924.148,8499750.936,8085470.471,8944620.217,10033461,9448948.489,9678670.946,9094165.487,9813588.563,10508424.9
Palmitoleate (16:1n7),,37569,,,33989,27310,95247,56610,26858,,43009,66225,41892,,,47604,65835,155816,,,,47263,28137,75675,,50207,53946,115896,827790.6912,402299.4461,727228.001,456876.416,1451869,755258.0255,1250204.178,878486.9684,91957,110411,798042.5921,306025,306103,242991,204238,225041,241739,294710,288883,236703,238237,211663,234181,324719
Pantothenate,657244.9972,287772.5264,1092381.363,543940.039,1060968.926,193896.4751,851725.7308,801885.2942,838077.2937,528154.5467,554426.1272,215518.1679,341368.5032,297400.7849,1125756.484,632587.7199,665851.4747,875892.0288,871277.7483,1011053.245,1385229.948,342290.7797,947481.5118,772067.454,532453.3431,780127.1511,645197.5521,1669224.047,3336433.571,1363396.978,672556.678,1698855.582,1312484.425,2058738.938,1451522.074,1529873.459,858906.6279,1817280.63,1439644.096,2383091.099,1588511.752,1601041.602,62025.5564,59908,61574,47560,73960.6308,51450,82664,77883.3205,39056,61295.909
Paraxanthine,140820.2605,,126033.8712,,,108933.6908,,,162142.6154,,134516.4723,,,,,,,,,307466.285,,,,,,,,162413.5,,,,,,,,,,,,,,,1376304.314,874233.9884,1040450.512,1228919.983,1098824.456,1243591.741,1074037.891,801118.6982,976523.4391,1124184.672
Phenylalanine,36483202.61,11417850.92,23687481.25,21733396.67,26352087.36,14891950.34,32313870.1,20657253.52,15266932.61,23662301.38,40981591.5,28114138.27,28166666.48,32463775.91,22272014.08,20492136.12,48173456.53,30860687.97,19273215.44,32579582.72,24840009.06,32425531.7,28266815.35,26609287.51,35404642.89,33323329.36,31288518.27,46738378.17,33336429.18,31477073.18,38937541.94,55553424.99,57388816.19,65936501.51,54364693.06,44339563.67,43979549.68,50992137.44,42916696.92,62870641.44,57687101.82,35296921.58,34473569.36,31935025.86,28163114.91,28946353.38,28925671.24,30277611.83,26221919.12,28309019.14,26599209.53,28170724.55
Phosphoenolpyruvate (PEP,108317,135627.2653,31351,45800,,52679,,43720,149875,,70782,51852,47518,,102704,212058.683,365432.2422,105795,,76090.2633,34407,58789,,,147149,86035,646297.1935,,88085,,123759,42805,208568.4019,69072,67797,,71475,,195901,53960,93943,,,,,,,,,,,
Phosphoethanolamine,1151176.77,994140.4098,1187533.325,492696.3842,1288170.761,1750039.807,372481.266,760594.6421,4432872.527,514462.1427,5111833.442,2061798.477,1549503.978,768745.6616,3987470.491,3803452.241,1917547.765,3360778.427,513606.3597,1475564.392,912821.5102,2559535.495,3264388.841,1416599.512,1230200.913,2804685.953,5512864.777,2863795.157,1252537.983,1704367.69,1239351.435,4357853.584,1023834.86,442389.4924,6246399.244,5192517.993,6199441.057,1617226.189,6150196.662,1834842.118,1680457.376,735169.6142,,,,,,,,,,
Phosphoserine,340017.7254,280165.2283,368404.8246,249363.6976,324035.543,282397.7119,320691.1939,256500.9212,321512.0214,282180.5312,352381.1976,212459.3895,368786.3683,261130,358570.0054,344593.9807,365529.5377,337550.7781,272835.5021,393184.9201,378113.6089,325394.5315,376094.016,408973.3395,355674.6595,288899.723,409384.8434,352907.1006,362104.6946,244491.6682,261804.6448,321383.3115,274456.0945,272869.4166,411531.5807,210585.48,311330.4114,451473.819,295870.6093,196019.0111,191864.4098,153744.315,,,,,,,,,,
p-Hydroxyphenylacetate (HPA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240554.8987,,,,,,111219,138347.4954,,,,,,,,,,,
p-Hydroxyphenyllactate (HPLA),,,,,71929,,,,,,32110,,,,,,,71514,,,,,,,,44479,,,118380.8307,128512.9597,743461.8284,109993.179,241852.7016,479891.2339,254035.849,158678.6578,434399.7196,241953.2978,2201049.374,569229.6098,525192.2987,79078.6527,64473,145618.059,126057,206104,208159,156777,196517,179127,183717.4638,149534.9148
Picolinate,,,,111832.365,,,,,173570.7244,,,129379.9334,,,,,,175129.7311,,,,,,,,,150669.7892,,122228.7972,260303.5256,295389.1059,164663.4224,,133876.1415,177162.8939,127948.4331,,,50957.6735,237686.9357,,109480.4868,87639.1172,108530.7114,133018.5778,115617.4326,130666.0575,156507.4446,134522.4023,126604.3167,,88163.0387
Pipecolate,158720,,,323552.6327,134690,165310.6894,,234855,133986,257967.7617,200188.2492,218471,187417.6416,144708.6561,412405.9863,307204.5133,,140520,,274252.7309,,196290,85280.6004,349152.6611,146102,227906,207926.0147,205237,296515,173340.4171,1332001.314,643417.248,959450.7213,1128042.686,313004.638,693467.5059,1444934.758,493923.7638,1820754.248,663451.1712,549075.5749,171332,2901180.911,2455656.29,2379361.15,2367228.27,2294170.83,2298163.969,2208304.159,2063307.72,2208853.261,2202003.029
Proline,29478620.79,8607690.133,10964486.38,14618168.36,24246092.9,10560823.07,27350065.95,19413951.88,10842354.29,18771668.33,31753399.01,10183950.03,22619246.21,24297905.38,17267723.69,10486880.83,34640391.37,32601743.85,9645258.122,26416019.85,22197992.99,30402857.08,22984600.77,29141013.58,22359539.65,26777781.46,31257239.33,40689124.76,28865311.96,38704101.04,42337028.27,57386597.52,66124128.74,61281250.38,51899689.65,59119610.96,71895819.29,92187698.8,108222478.8,46969701.18,45315286.47,20752060.99,2909304.767,3875684.441,8787024.736,8722499.75,5916299.603,5841373.685,4329719.219,5165649.823,5776225.793,4682938.977
Putrescine,42707791.33,520987.1586,261021.6914,348786.491,10244980.78,881776.8841,38847959.59,4102706.654,268584.6392,28583573.47,2170923.885,,15492122.43,17073223.33,5447719.6,1491956.353,2510255.573,1090759.572,1895297.58,2868728.247,1543041.043,1759308.185,2893809.817,2510193.083,2237822.735,2189247.71,939170.3109,1430953.529,1030156.917,972826.5293,107988,119803,238957,207115,93363,656425.886,965398.4914,,112900,196956,144113,151472,,,,,,,,,,
Pyridoxamine,170468.8629,45196.3216,108137.3022,111158.7878,183213.9627,,218583.0602,104436.4667,80824.8191,206427.2895,56232.5062,45228.2151,188825.3628,303486.6863,146563.0298,,,,126623.5384,169071.0324,147256.3229,,64422.5252,148750.7665,80683.5802,73062.2939,64167.9075,92802.1554,49539.733,69089.2091,75498.8815,49466.9776,63831.7077,,53743.8311,72722.2354,,80496.6896,,143902.7891,95032.0053,76280.6525,,67547.1265,49630.3227,,,,37927.8376,,57334.2703,37652.6672
