Metabolite,22210-0003Normal,22210-0003Tumor,22210-0002Normal,22210-0002Tumor,22210-0007Normal,22210-0007Tumor,22210-0008Normal,22210-0008Tumor,22210-0012Normal,22210-0012Tumor,22210-0011Normal,22210-0011Tumor,22210-0013Normal,22210-0013Tumor,22210-0014Normal,22210-0014Tumor,22210-0015Normal,22210-0015Tumor,22210-0016Normal,22210-0016Tumor,22210-0021Normal,22210-0021Tumor,22210-0020Normal,22210-0020Tumor,22210-0022Normal,22210-0022Tumor,22210-0023Normal,22210-0023Tumor,22210-0024Normal,22210-0024Tumor,22210-0028Normal,22210-0028Tumor,22210-0029Normal,22210-0029Tumor,22210-0030Normal,22210-0030Tumor,22210-0034Normal,22210-0034Tumor,22210-0035Normal,22210-0035Tumor,22210-0038Normal,22210-0038Tumor,22210-0039Normal,22210-0039Tumor,22210-0040Normal,22210-0040Tumor,22210-0042Normal,22210-0042Tumor,22210-0044Normal,22210-0044Tumor,22210-0047Normal,22210-0047Tumor,22210-0054Normal,22210-0054Tumor,22210-0056Normal,22210-0056Tumor,22210-0057Normal,22210-0057Tumor,22210-0061Normal,22210-0061Tumor,22210-0062Normal,22210-0062Tumor,22210-0063Normal,22210-0063Tumor,22210-0064Normal,22210-0064Tumor,22210-0065Normal,22210-0065Tumor,22210-0066Normal,22210-0066Tumor,22210-0067Normal,22210-0067Tumor,22210-0068Normal,22210-0068Tumor,22210-0072Normal,22210-0072Tumor,22210-0074Normal,22210-0074Tumor,22210-0075Normal,22210-0075Tumor,22210-0077Normal,22210-0077Tumor,22210-0078Normal,22210-0078Tumor,22210-0080Normal,22210-0080Tumor,22210-0081Normal,22210-0081Tumor,22210-0082Normal,22210-0082Tumor,22210-0085Normal,22210-0085Tumor,22210-0086Normal,22210-0086Tumor,22210-0090Normal,22210-0090Tumor,22210-0091Normal,22210-0091Tumor
glycine,0.00700886,-0.714940171,-0.835573819,-1.496120654,NA,NA,NA,NA,NA,NA,NA,-0.66593278,-2.972765795,-2.23408055,NA,NA,NA,NA,0.05226977,-1.337700182,-0.577905593,-1.347391522,1.731227266,1.105516115,0.469534319,0.74693034,1.387561092,0.073406652,0.982782991,1.141086747,1.627586745,1.248593763,NA,NA,-2.578379545,NA,0.214895615,-0.506312534,NA,-1.120135531,-0.122406406,-0.476830247,0.813439419,-0.68450305,NA,NA,NA,NA,NA,NA,-0.452939016,-0.021234203,-1.008853263,-0.378531088,0.057032432,-1.54144776,-0.415918346,-1.096797387,-1.94814633,-2.298139007,-1.75371192,-2.879873743,-0.861582961,-2.367716858,-1.191907205,-2.016480927,-0.949634797,-2.943698116,NA,-2.091495632,2.078940123,1.677976421,1.469163903,1.140900027,1.572134688,1.600030513,1.34414681,0.289634549,1.787013427,1.919376869,1.159611103,1.444117159,1.766354359,1.803736074,0.772816943,1.105246377,0.669109247,1.084349593,1.088413651,1.142723724,1.069184961,0.760823615,-0.47633076,0.900226941,1.692867275,0.54618655,1.221450928,0.9419355
glycine betaine,1.746106994,1.587753698,1.242058188,1.39592273,0.321105077,0.980561554,1.606260113,1.41584718,0.770217377,0.207267517,0.194819076,-0.754763015,1.112519708,1.574990257,1.593921628,-0.104563292,-0.887119588,-0.692151778,1.110541493,0.352725347,0.886902207,-1.219454704,-0.755346855,-2.33978139,-1.571667008,-2.149150391,0.288307857,-1.748664501,-2.123102603,-1.220466457,-0.179046891,-1.98883603,-0.412527822,-0.913174393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077824653,-0.963344155,-0.216150186,-1.248002659,-1.41216067,-1.070491342,0.237169678,-0.090395333,0.341665817,-0.739810906,-0.045457304,-1.380625032,-0.417874277,-0.658325123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.214505084,0.798354036,0.927958036,1.398828843,0.377702708,0.845616189,0.171190422,0.683641988,0.425503447,0.426345303,2.97789647,0.791158047,0.869343941,0.69289987,0.347680218,-0.24365617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMP,1.316315265,1.077615989,1.870788983,1.126759407,1.555806601,1.720207704,1.335717977,0.547225603,-1.018198694,1.584790255,-0.385636074,0.642248308,0.40652156,-0.217225604,1.18804514,-0.034283254,-1.93644047,-2.904601444,-0.852349907,-3.035614817,-2.590006656,-0.210245702,-1.00390205,0.233152511,-2.941335818,-1.614884508,0.550613958,-2.619878781,-0.610090728,0.757318195,-0.377524237,-1.161193761,1.172447359,-0.077964559,1.238955393,-1.310938672,0.073325051,-0.672300597,-1.876495767,-1.815538123,-0.091905385,1.174019632,0.708189523,-0.927420646,-0.259195418,-0.1698419,-2.846953629,-0.602772307,-1.101777146,-1.841082111,0.359537691,1.870148678,1.546246657,1.287355847,0.427916849,1.33972969,1.493015419,1.547869378,-2.704001354,-1.247536629,0.680344954,-0.119697601,0.992406898,0.064091458,0.394817515,-1.329415458,0.270457405,-0.652842553,-2.648283641,-1.269512416,0.86229828,0.889683727,0.203080019,-1.496978536,1.265430038,1.958038383,1.603934628,-3.606387256,0.945918527,1.506993017,-2.857935111,2.003400389,0.960795163,0.201412809,2.103031017,1.684539369,1.346918754,1.392554245,0.502546361,3.452597028,0.859183132,-0.857599074,-0.264920817,-0.954877148,2.156075872,0.453031404,-0.006312531,1.191819351
Guanidoacetic acid,1.29797262,1.0993919,2.622923776,1.775917033,-0.401753504,0.046712662,2.124015475,0.950923199,NA,-1.886300974,NA,-1.305387461,0.504642441,0.692575196,2.253040125,-0.921114215,-1.654176477,-1.269923864,0.810043828,-2.44895438,1.369337836,-1.60787365,2.145671658,0.187108119,0.271225939,-3.089292015,3.07629597,-2.012151809,-2.148225808,1.332972915,2.199310339,-1.700141939,NA,NA,2.382046552,-0.69468524,0.851346816,-1.065376419,-1.606954721,-1.363300554,-1.616847849,-0.342836639,1.455025491,0.688914591,1.85683194,-2.703165039,NA,-2.215403718,0.321189106,0.158904717,2.92819415,2.80493667,0.063975134,-1.040075298,1.585762222,-1.946562737,-0.318344303,-1.856839366,NA,-2.018214136,3.338680008,-2.620725722,1.964891827,-2.296262132,2.046854813,-1.422485337,2.991316724,-0.758716135,-0.230755764,-0.30819174,1.033525472,-0.473482619,-0.509821501,-1.951918775,1.154382635,0.502641415,2.093646862,0.003086394,3.807429912,3.258645029,NA,-1.55770315,1.573565698,-1.199910148,-1.044620606,-0.343008326,0.492661875,NA,-2.708384973,NA,-0.74855175,-3.300498854,NA,-1.228781782,1.827621614,-1.411267299,1.381981275,0.037235426
guanine,1.089675378,0.024887442,0.826485489,-1.344777917,NA,NA,0.77253495,0.503498369,0.215313546,0.226287434,-1.92216845,-0.20249884,-2.649521312,-2.115290535,1.792245767,-2.074406004,0.686278455,-0.934818453,-0.858841134,-0.66398061,-1.826065648,-2.432840176,-0.05450616,-0.540923047,0.286455138,-0.194402798,1.800701839,0.807526007,0.243099255,-0.048418258,0.190188568,0.127131585,4.801512833,4.481903927,3.267343182,1.853383844,6.086110165,-1.120493419,5.911105368,4.788611467,-0.096364277,-1.886686197,1.332552964,-0.697025306,0.536771613,-0.541767369,1.212995103,-0.907200781,-0.713525831,-0.314722334,0.590332681,0.162719083,1.547504076,2.541753588,1.653079527,0.672064736,1.136941408,-0.617046078,0.132925781,-1.24642502,0.341703288,0.302366724,1.102562601,1.745724488,0.515693374,-0.218739914,2.144293881,-1.297417913,-1.095636453,-1.161117146,-0.967407523,-0.444758586,-0.649605258,0.008064983,-1.63284507,-0.862527583,-0.642615366,-1.302718677,0.110559831,-0.585303032,0.154746193,-1.785779973,-1.622758483,-2.795899345,-2.248744224,-2.257923274,-0.959136963,-1.368587407,0.04552555,0.22830874,-1.523093038,0.090243781,-1.863251515,-1.355575764,0.453181184,-0.760838737,-0.868874875,-1.053975681
guanosine,0.915794027,0.682038409,0.072888646,-0.042208835,-1.005160983,-2.749724361,-0.051518007,0.218801295,0.28698311,0.52193468,-1.163341633,-0.594162427,-0.509260147,0.578192373,0.339978635,-0.967107566,0.453991635,-0.890628678,-0.291662474,0.88539451,-0.869682376,-1.406337949,0.020842703,-0.226614915,-0.631948733,0.114326419,0.169370222,0.508258759,0.1691848,-0.21846354,0.176687715,0.635772414,-0.396687208,0.832805567,0.500654651,0.060615724,0.060376802,-1.332954801,0.370008807,0.396065078,-0.317242115,-0.949316475,-0.031668817,-0.792553179,0.511034454,-0.042718206,0.560256429,-0.698208733,0.112905756,-0.010837828,0.189895349,0.693136411,-0.457102444,-0.156639926,-0.978976016,-0.512788665,-1.126710864,-1.658342549,-1.295835979,0.034049853,-0.910269195,-0.434973622,-0.783616246,-0.859004513,-0.88576146,-0.040196338,0.142747601,0.589561533,-1.298952445,-0.852292157,0.491638775,0.881628166,0.237243166,0.980411424,-0.294145427,0.063096231,0.684205136,-1.142317656,0.668368988,0.297416312,1.615312108,0.328297242,-0.107087934,-0.985605727,-0.702443254,-0.436025458,1.226048735,1.23363216,0.877554331,1.648561591,0.520087535,2.527323178,-0.228852035,0.719535943,1.660381011,1.583377841,0.996721099,1.149572675
Hippuric acid,-3.52641817,-3.864003051,NA,NA,NA,NA,NA,NA,1.05900897,-0.129617117,-0.397488138,-0.096873252,NA,NA,0.271460484,1.723818638,NA,NA,2.139860224,3.344527054,-2.349184356,-2.734341338,2.979898024,3.327482476,1.757676794,3.294656066,-0.137290006,2.173575451,3.385482054,0.147421196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.159259927,1.281325905,0.578481685,1.779336064,1.380527175,1.935129142,2.059693228,1.846793582,-2.333080652,-1.596483732,NA,NA,-1.92211301,-0.627948206,-0.205033098,1.136133436,-2.323732023,-2.395636961,-0.817142755,-1.516077414,-1.777399486,-0.782597811,-3.083918654,-1.199121303,-2.72449736,-2.778195529,0.555888584,1.80382585,NA,-1.803068589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
histidine,-0.303427336,-0.620417912,-0.450806651,-1.10712336,-1.507750346,-1.116101693,-0.35082964,-1.44917567,-0.508779909,-1.328829802,0.946436798,-0.20883575,-0.805240453,-0.7352983,-0.512411652,-1.000733785,-1.532083992,-1.643027569,-0.026848526,-0.844652801,-0.250332815,-0.589446977,-0.559036262,-0.42785336,-0.205884038,-0.34084061,-0.217734316,-0.344463767,-0.580177397,0.060661875,0.671543852,0.052110674,0.627791722,0.534692736,-0.261955444,-0.46169806,-0.201272714,0.435169004,-0.025073742,-0.080949039,0.156723524,0.166657942,0.60278829,0.028567666,0.175980017,0.520987315,0.273917475,-0.288778589,0.001762948,0.348271905,0.034216729,-0.477208494,0.212237892,0.264716328,-0.169339899,0.021882946,0.355027656,-0.059519391,-0.092872618,-0.216432968,0.291750893,-0.324981171,0.5054801,-0.101977053,0.090991417,-0.230196945,0.145909402,-0.368153899,-0.182059233,-0.585551018,0.487467601,0.358669135,0.777631802,0.543681546,0.504875476,0.296539633,1.011580245,1.355513483,1.124397667,0.818183263,0.712639398,0.219697195,0.245955933,0.049815308,0.286749032,0.581800045,-0.051215402,0.407485449,0.793844516,0.193411042,0.229365962,0.290405948,0.970358173,0.727257116,0.756705068,0.769688251,0.756612606,0.49742913
homocysteine,0.333162468,0.323006331,NA,NA,0.915425037,0.193573635,NA,NA,NA,-0.581105755,NA,-0.588632513,-1.491698063,-0.085118836,1.633574311,-0.117257625,NA,NA,0.21968494,-0.321774315,1.444237683,0.425134444,0.21273849,1.112666776,0.504480152,2.019757434,1.398973135,1.497561572,1.589754492,0.83428628,0.556841968,1.1344474,NA,NA,1.025185876,2.25372372,-1.015794763,0.670404258,-0.2008131,-0.301167951,-1.205336023,-0.405240116,1.589539757,0.301350958,NA,NA,NA,NA,NA,NA,NA,NA,-1.235035573,-0.897655266,2.295147973,-1.214472295,-2.215632335,-0.296796992,-0.023930377,NA,-0.423801409,-0.567436715,-2.007603216,-1.206182889,1.435266936,-0.86973996,2.796357205,-0.487373609,NA,-0.831023195,-0.982088227,-1.28307497,-0.620466241,0.109009759,-0.462017238,-0.708261651,1.231074784,-0.328599583,1.832708752,1.071400554,NA,NA,0.745920356,-1.848353457,-1.430399275,NA,-1.837284208,-1.699510622,NA,NA,-1.399262711,-0.594454465,NA,-0.811278237,3.531089287,-1.240254777,-0.921367488,-1.917368215
hydroxyproline,-0.14896028,-0.102742012,-1.434996458,-1.537245373,-1.538963142,-2.425873012,-0.072759186,0.447748054,0.589574044,-0.012395971,0.422531331,0.359320368,0.055134892,0.007741408,-0.418004401,0.510471354,-0.995761626,-1.168140702,0.684643939,0.782555246,0.451854819,-0.42371857,0.772536852,1.158990546,1.863611442,0.669250524,1.125749023,0.650669096,0.580596748,0.372181879,-0.050882326,0.781693253,-0.148768038,0.206839735,-0.867743807,-0.179647659,0.226187385,1.277457904,-0.739242802,0.898983427,-0.520481028,0.944025623,0.207308942,0.629502949,-0.409436897,0.281074659,0.05296166,-0.259633561,-0.852464712,-0.865486449,-0.558607369,-0.419123727,-0.715747496,0.518761756,-0.615439009,-0.993853564,-0.346275113,0.389385626,-0.7171372,0.431801388,1.457523025,0.487633671,0.353857327,0.395604267,0.095404252,0.771641849,0.529588119,-0.259430351,-0.249732031,0.162569609,-0.050665345,0.313248899,-0.8182274,-0.85430322,0.437741026,0.275982901,-0.876239728,1.68607091,-0.424139839,-0.576347561,0.285124353,-0.194105495,0.893546546,0.403916983,-1.762970155,-0.076960538,-0.996516178,-0.175181272,-1.134728567,-2.157943351,0.266108952,-0.257675282,-0.341947822,0.00487733,0.355851144,1.348989975,0.507264214,-0.006227441
hypoxanthine,1.319349347,1.166253868,1.783138434,1.012737696,-1.421117377,-1.228432702,1.229536984,0.876845901,-0.068367595,0.667182339,-0.919647885,-0.253248832,0.294791042,0.652524799,1.162974804,0.629753764,0.0691965,0.492367629,0.455772439,0.520301968,0.381810807,0.3369852,-0.047816952,-0.593695669,-0.602953673,-1.101422834,0.610032879,0.059527983,-0.648394571,0.548418564,-0.474139484,-0.74484646,-1.09442347,-0.539477408,0.259128771,-1.164689587,-1.238615384,0.205291732,-0.564445827,-1.193714138,-0.388115307,-0.531848141,-0.385422015,-0.431534259,0.269957951,0.499614241,-2.481451024,-1.287565307,-1.652818206,-1.508574951,0.668891456,0.736588113,-0.854866142,0.456521673,-1.098845265,-0.252110003,-0.805331763,-0.25766961,-0.768934573,0.152494859,-0.175442709,-0.699324562,0.800353698,0.369524045,-0.089865095,0.150989757,1.305455575,-0.187067059,-1.984854912,-0.738144518,0.741116163,0.785587911,-0.032937172,-1.284541956,0.550994564,0.676589686,1.05150159,-0.350223512,1.643143209,0.87032297,0.529896811,0.288910349,0.420978648,-0.121248691,-0.58349086,1.090127502,-1.101193205,-0.437904054,0.22650304,1.121759836,1.068485127,0.543898617,0.096006856,1.651677278,0.870965292,0.740045142,0.680196754,1.197362231
IDP,2.245049755,0.736541902,1.219988575,0.834147003,2.210623671,2.445647744,-0.854012001,-1.032471244,NA,0.180935,0.649312683,1.012777018,-0.267367375,0.360428223,0.944236003,-0.140035397,0.15055321,-1.145036451,-0.246773182,-1.784529781,-2.631130144,-2.1729886,-0.965347602,-0.128947614,1.48410234,-0.920680752,-0.277904434,-0.903392856,-0.072464325,-1.137073331,NA,NA,-0.816389502,-2.911318541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.620325599,NA,1.010935111,1.562502836,0.88422344,0.93409521,-0.285649113,-2.197448015,0.089740875,0.378745598,0.113478757,-1.033715548,0.646948406,-1.313357853,-1.883527268,-2.612416254,-1.848460509,0.223593737,-0.055637556,0.382124567,-0.809990002,NA,1.705872499,-0.003725904,0.51112601,NA,-2.393924687,-0.113814918,NA,-0.031732655,-0.016401806,0.959794611,0.173299128,0.721747825,NA,NA,2.404328003,3.488526012,1.7393737,0.804500653,-1.055790424,-1.942808154,1.568812392,0.74163893,-0.822993072,0.689179842
IMP,0.430315118,-0.100108077,0.805229521,1.221815098,0.735923318,0.911687725,-0.172187491,-0.499793905,0.089855677,-0.220010339,-0.409473866,0.715786308,0.729438322,0.441105983,0.13173521,-0.978408041,-1.713598697,-2.573344501,-0.202458654,-1.964278211,-1.094286942,-1.421276727,-0.387872805,-0.595721501,-0.530640585,-0.562839642,0.493961599,-1.85157556,-0.393574988,-0.474835984,0.010660738,-0.696112309,1.161437945,0.59803656,1.007802722,0.186818061,0.702726524,-2.319309412,-1.220579287,-0.370883644,-0.68333671,-0.053386798,1.310868402,-0.942580357,0.570518118,-3.263952926,-2.150660294,-0.637531636,-0.247053895,-0.513506883,-0.017759342,0.95071464,1.972630514,-0.539634652,1.16592367,0.776142364,2.010577524,1.476223078,-2.349264092,-1.417387901,0.774364005,0.46021125,1.031658974,1.209762984,0.401601016,-1.038006581,-0.003984604,0.145870974,-0.889452015,0.204868996,0.554300763,0.03079996,1.01286881,-0.310184573,1.743676715,-0.087131359,1.452769922,-3.835024583,0.60561522,0.593437591,-3.175455746,0.506827129,1.027982837,-0.264353611,1.589377076,0.19812421,1.299239566,0.993134416,2.365052347,3.92167555,1.61577197,-0.825675386,-1.321189637,0.055940819,1.911312821,-1.129249432,1.263821945,0.970075384
indole,-2.489842445,-1.887010029,-0.371365057,-1.576524755,-0.731799944,-0.325905817,-1.215326091,-1.488242272,-2.129127716,-1.226707593,-0.786410543,-1.150950173,-0.206755259,-0.807297604,-2.552211826,-1.047710077,0.824884999,0.66235979,2.101664773,2.605465079,2.020757961,2.879778931,-1.088624217,0.084463472,-0.350252672,-1.113922565,-1.961983523,-0.026882267,-0.401741177,-0.889954492,NA,NA,0.053856096,0.23146384,-1.703510741,-1.047120824,-0.33100179,2.868389208,0.071769309,0.890148362,0.078303393,0.104970493,-1.127444618,0.015837891,-0.573539866,-0.091866206,-0.74071096,-0.05843947,-0.508188378,-0.212443396,-1.673362705,-1.366849514,0.609080374,1.718923667,0.35180574,1.042822268,0.977261581,1.625151723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.354639265,0.641797506,0.549038626,1.550861884,0.539980424,0.992376705,-0.824801846,2.533665771,-0.961783866,-0.235757936,-0.181143513,0.958009352,0.334167822,1.351913024,0.222302619,1.635778034,0.013308474,0.970432317,0.220655097,-0.375669192,0.604555721,0.084100462,0.961396307,2.022505857,0.101315883,1.896429272,0.833649594,1.308177221
inosine,0.205363455,0.471375527,0.256910966,0.039259568,-0.181848563,-1.697298806,0.046439458,0.17648709,-0.595094897,0.207578179,-0.75728869,-0.450745005,-0.263273112,0.648330238,0.52004027,-0.283084829,0.606771962,0.145949117,0.560154144,1.754798293,0.056397162,0.510383288,0.02755564,-0.176762124,-1.146362487,-0.076563789,0.018388873,0.46859933,-0.073038546,-0.191215652,-0.60444809,-0.222670619,-2.152704589,-0.392473344,-0.878857033,-1.29497105,-1.274663745,-0.067419114,-0.418783263,-0.394987672,-0.600551352,-0.770791795,-0.817748329,-0.527999565,0.04776728,-0.625463313,-0.004062705,-1.296984796,-0.858009455,-0.743285417,0.484276937,0.805116612,0.150285119,0.870570094,-0.665225351,0.793153313,-0.292122061,-0.744528763,-0.869908251,0.325240219,-0.921453767,-0.541147926,-0.546664722,-1.090491717,-0.945219428,0.208567196,-0.142712209,0.375660847,-1.408233566,-0.893094655,0.398358408,0.81532531,0.412350163,0.74508218,-0.136201384,0.499197179,1.176544386,-0.047249605,0.666856369,0.424614713,1.844610847,0.314549227,0.498887316,-0.678941255,0.127410645,0.354550446,0.868379783,1.087466553,-0.030506519,1.175176955,0.6544124,2.053593915,0.261317025,1.211688243,1.164533387,1.39115206,0.481341284,1.13404434
isocitrate,-1.830185015,NA,-1.990248514,-1.593725989,-0.946915916,-0.030330139,NA,-0.753916308,NA,NA,NA,-0.426633764,NA,NA,-0.363839436,-1.912223636,0.240872988,NA,-1.097136988,-1.380697845,-1.128405163,NA,0.24117864,-0.405538791,NA,-0.039366613,-1.266955538,NA,NA,-1.656458897,NA,NA,NA,NA,NA,NA,-0.069147091,NA,-0.061969718,-0.133054077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.480171511,NA,NA,NA,NA,NA,NA,1.335692674,1.726157594,2.185402067,1.792885366,2.153625107,2.186095935,1.629281374,2.060872567,1.445994859,2.252699626,3.038703667,2.073538972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.040118139,-1.681201072,-0.713073767,-1.712453113,1.765240143,-0.58356254,-0.148742683,-0.478801273,-0.251880863,-0.289695889
Kynurenine,-1.188512974,1.080011544,-2.542086332,-0.3214991,0.422675226,0.58910973,NA,NA,0.059981542,2.512203987,0.952900166,1.389903491,0.868936316,1.011721754,-1.664184944,2.649241464,0.50055153,-0.041929026,-0.018476959,2.309536286,-0.932284269,1.225490163,-2.198806812,0.59418405,-0.34773818,2.29994396,-2.115640601,1.527046271,1.080933705,2.0268474,-2.196529722,-0.093021526,1.030701975,1.051646683,NA,NA,-1.523109051,0.716534584,NA,0.048559174,0.007717962,1.004340222,-1.726207805,0.390831457,-2.403158525,2.550721473,1.551996018,-1.382499598,-1.476959728,-1.33202182,-1.655520011,-0.679269563,0.059599092,0.051517997,-0.760667451,0.891954794,1.877209367,-0.35646652,-1.014552906,-0.265554553,-2.451055288,0.829320101,-2.119448436,0.972803859,-0.59244765,-0.323918128,-2.693787449,-0.470183426,-0.703049867,-0.853647297,-1.641148287,-0.593659486,-0.813569399,0.044840873,1.033955496,1.730734451,NA,1.428702943,-2.915516346,-0.861659515,-1.376819638,-0.569239392,-0.59519499,0.11649936,1.11342239,1.52089782,0.734980418,0.477283546,-0.342215776,-0.970199844,-0.817764172,-1.194135906,-0.347326463,0.614020469,-1.740913053,2.175680767,1.633283826,0.448672665
lactate,-0.327502611,0.209438492,-0.408440485,-0.253311489,-0.389091774,-0.314277662,0.09527157,0.385570297,1.004561109,0.635402998,1.445248177,0.203507915,0.383609912,-0.199162671,-0.030772894,0.758966413,0.283944978,0.524667991,-0.357596155,0.245268498,-0.470460868,0.296946276,0.304537257,0.947934409,1.435740227,0.908726513,0.102703711,1.169644868,1.042571848,0.551205322,0.685230679,1.380182478,0.180574223,0.773131117,0.033720174,0.944932021,0.185062504,0.710641053,1.189350878,1.024618745,0.886051776,1.144952334,0.475872049,1.218171881,0.189005299,0.644129118,0.650972794,0.899739434,0.378748732,0.409363138,1.094270579,1.069005493,-2.028503744,-0.978163286,-2.86170715,-1.768661369,-2.207692013,-1.796302645,1.101269153,1.463781729,-0.255437281,0.560985584,0.102940059,0.993473639,-0.053894859,0.813451174,0.182308171,0.837373076,0.565169636,0.534712432,-1.376466632,-1.070475598,-1.032831307,-1.291073378,-1.022966749,-0.348413872,-0.907837286,1.265117394,-1.629339066,-1.647151216,-1.058141761,-0.343229264,-1.029525871,-0.472273463,-1.18109096,-0.802392139,-2.241190917,-1.407236744,-1.203545698,-1.242273022,-1.01734392,-1.192202233,-0.308417606,-0.029141809,-1.555394285,-0.443750097,-0.555657436,-0.852096095
leucine/isoleucine,-0.505595342,0.09670649,0.676053057,0.030421211,-0.456575389,-0.43897185,0.276630308,-0.133214174,0.015050504,0.113782573,-0.786815963,-0.62444396,-0.143072959,-0.423296573,-1.059788541,0.251992658,0.362754242,0.159496951,0.13671483,0.769168488,0.016668596,0.710099229,-0.247242261,0.425377641,0.187534488,0.502382353,-0.47789813,0.466502851,0.263536504,0.879719693,-1.737157946,-0.346542417,0.391137027,0.714647986,-1.471982553,-0.542769522,-0.903703633,0.8036824,-0.356362507,0.538665178,-0.075274225,0.280948832,-0.937328884,0.293829451,-0.734380867,0.661472191,-1.47952211,-0.029473912,-0.15858467,-0.087569497,-0.289647716,-0.547322796,-0.360279164,0.308331847,-1.355920418,-0.172326359,-0.357209859,0.135305227,0.584759551,0.881072137,-0.559489954,0.1578337,0.320552546,1.173041251,-0.231203254,0.51559322,0.058583975,0.780545196,-0.182941442,0.249377444,-0.984697056,0.116137477,-0.136276652,-0.019729226,-0.370682775,-0.203654051,-0.711739593,1.435758321,-0.038952835,-0.055498894,0.079577031,0.336239347,-0.194724278,0.48570888,0.551655084,0.95699063,-0.102536384,0.231624396,-0.033061118,-0.799528668,0.194075314,-0.120059179,0.316235799,1.038859019,-0.61355979,1.230432164,0.168336364,0.694539324
lysine,-0.810249303,-0.577187912,0.07654049,-1.349721235,NA,-3.359359081,NA,NA,NA,NA,NA,-3.313272027,NA,NA,-2.908386841,-3.55481281,NA,NA,-0.435408585,-1.838829521,-0.576429885,-1.13936903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.106026177,-0.783287767,0.301989353,0.322504068,-0.120692113,-0.883833101,-0.774184075,-1.706385529,0.346399068,-0.109912903,-0.026387142,-0.143786674,-0.103441119,0.216106071,0.083719905,-0.407626766,-0.349114119,-1.316095457,0.381070509,-0.058346514,0.466895476,0.379189375,0.625165828,0.341199372,0.826841793,0.401161293,0.828747089,0.674553588,0.680293415,0.358621127,0.730501744,0.646561243,0.998483694,0.254608753,-0.042059229,0.869258369,0.371282374,-0.262831373,1.459943203,0.857592008,0.768443826,1.068152773,0.857706292,0.521647426,0.983791288,0.83581098,-0.438080794,0.404988438,0.278888546,0.918311963,0.193099997,0.288843912,0.568749045,0.637970644,0.285990499,0.426225808,0.029227396,1.25352681,0.723537655,0.803921697,0.183917736,0.216075971,0.146442323,-0.021740386,0.839144789,0.587719134
malate,1.954188771,1.167131995,2.833502399,2.044390883,0.331536216,1.20800936,2.365713107,2.216884789,-0.935732186,-0.813085937,-1.236311737,0.422417451,0.074940433,1.083779095,2.343223884,1.353467936,-0.827544781,-1.643944486,0.163757898,-1.05030581,-0.582035428,-1.150582609,1.488232719,0.15615958,-0.131612814,1.297655434,2.894556033,-0.462675834,0.080727634,1.622320891,2.730684177,1.592602202,0.25120284,0.599661961,2.182680338,-0.283564287,0.623089336,-0.545600326,0.50103345,-1.077610892,-0.044785325,-0.595301478,1.169399684,0.626711806,0.155002825,-0.725907739,-0.745915425,-1.096101783,-1.03627827,-0.967047846,1.915095744,2.423419039,0.14203327,-0.942919908,-0.005898159,-0.604261737,0.00502069,-0.371928674,1.418783753,1.21366794,2.576037831,1.259091528,2.667539891,1.358353065,3.0280695,2.296684911,3.532843941,2.038976811,1.457379809,2.149561853,-1.412024983,-2.03256208,-1.967843073,-2.90393189,-0.986359867,-2.205390998,0.784517137,-3.913679362,-0.221100428,-0.549982595,-2.249132566,-2.103716765,-0.507227232,-1.670394072,-2.12622798,-2.494686576,-0.936711851,-2.788640563,-2.918262226,-2.209486794,-1.612676597,-2.997806968,-4.851302948,-1.620516559,0.568778405,-1.974433224,-1.82854741,-0.99852317
